brand_parent,model_parent,variant_parent,variant_name,price,displacement,power,transmission,mileage,fuel,engine_typr,cylinders,valves_per_cyl,gearbox,drive,fuel_cap,emission_norm,suspension_front,suspension_rear,steer_type,steer_col,turn_radius,brake_front,breake_rear,length,width,height,boot_cap,seat_cap,ground_cl,wheelbase,kerb_weight,gross_weight,doors,park_sensors,upholstery,radio_antenna,tyre_size,tyre_type,wheel_size,airbags,screen_size,connectivity,image-src,ncap_rating,ev_range,ev_battery_cap,ev_motor,ev_charge,ev_drag_coeff,zero_to_hundred,speakers,auto_park,ev_charge_time_dc,ev_charge_time_ac,ev_brake_regen_levels,ev_norm
Tata,Tata Harrier,Harrier Fearless,Tata Harrier Fearless,Rs.22.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent,Lower Wishbone,McPherson Strut with coil spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Disc,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Front & Rear,Leatherette,Shark Fin,235/60/R18,Radial Tubeless,,6,12.29 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Adventure Plus A,Tata Harrier Adventure Plus A,Rs.22.69 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Disc,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Front & Rear,Leatherette,Shark Fin,235/60/R18,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Adventure Plus Dark,Tata Harrier Adventure Plus Dark,Rs.22.24 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Disc,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Front & Rear,Leatherette,Shark Fin,245/55/R19,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Adventure Plus,Tata Harrier Adventure Plus,Rs.21.69 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Disc,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Front & Rear,Leatherette,Shark Fin,235/60/R18,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus S Dark AT,Tata Harrier Pure Plus S Dark AT,Rs.21.39 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2500 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus S AT,Tata Harrier Pure Plus S AT,Rs.21.09 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2680 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Adventure,Tata Harrier Adventure,Rs.20.19 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Rear,Leatherette,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus S Dark,Tata Harrier Pure Plus S Dark,Rs.19.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus AT,Tata Harrier Pure Plus AT,Rs.19.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,3105 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus S,Tata Harrier Pure Plus S,Rs.19.69 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure Plus,Tata Harrier Pure Plus,Rs.18.69 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure (O),Tata Harrier Pure (O),Rs.17.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Pure,Tata Harrier Pure,Rs.17.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Rear,Fabric,Shark Fin,235/65/R17,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Smart (O),Tata Harrier Smart (O),Rs.15.99 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2651 mm,,,5,Rear,Fabric,,235/65/R17,Radial Tubeless,,6,,,,5 Star,,,,,,,,,,,,BS VI 2.0
Tata,Tata Harrier,Harrier Smart,Tata Harrier Smart,Rs.15.49 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1956 cc,167.62 bhp,,16.8 kmpl,Diesel,Kryotec 2.0L,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar",Semi Independent Twist Blade with Panhard Rod & Coil Spring,Electric,Tilt and Telescopic,,Disc,Drum,4605 mm,1922 mm,1718 mm,445 Litres,5,,2741 mm,,,5,Rear,Fabric,,235/65/R17,Radial Tubeless,,6,,,,5 Star,,,,,,,,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S Dark Diesel AMT,Tata Nexon Fearless Plus S Dark Diesel AMT,Rs.15.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus S DT Diesel AMT,Tata Nexon FearlessPR Plus S DT Diesel AMT,Rs.15.60 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S DT Diesel AMT,Tata Nexon Fearless Plus S DT Diesel AMT,Rs.15.60 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S Dark Diesel,Tata Nexon Fearless Plus S Dark Diesel,Rs.15.20 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR S DT Diesel AMT,Tata Nexon FearlessPR S DT Diesel AMT,Rs.15.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus DT Diesel AMT,Tata Nexon FearlessPR Plus DT Diesel AMT,Rs.15.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless S DT Diesel AMT,Tata Nexon Fearless S DT Diesel AMT,Rs.15.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus DT Diesel AMT,Tata Nexon Fearless Plus DT Diesel AMT,Rs.15.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Dark Diesel AMT,Tata Nexon Fearless Dark Diesel AMT,Rs.15.05 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus S DT Diesel,Tata Nexon FearlessPR Plus S DT Diesel,Rs.15 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S DT Diesel,Tata Nexon Fearless Plus S DT Diesel,Rs.15 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S Dark DCA,Tata Nexon Fearless Plus S Dark DCA,Rs.15 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus S DT DCA,Tata Nexon FearlessPR Plus S DT DCA,Rs.14.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2651 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S DT DCA,Tata Nexon Fearless Plus S DT DCA,Rs.14.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S Dark Diesel AMT,Tata Nexon Creative Plus S Dark Diesel AMT,Rs.14.75 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR DT Diesel AMT,Tata Nexon FearlessPR DT Diesel AMT,Rs.14.70 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless DT Diesel AMT,Tata Nexon Fearless DT Diesel AMT,Rs.14.70 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR S DT Diesel,Tata Nexon FearlessPR S DT Diesel,Rs.14.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus DT Diesel,Tata Nexon FearlessPR Plus DT Diesel,Rs.14.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless S DT Diesel,Tata Nexon Fearless S DT Diesel,Rs.14.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus DT Diesel,Tata Nexon Fearless Plus DT Diesel,Rs.14.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S DT Diesel AMT,Tata Nexon Creative Plus S DT Diesel AMT,Rs.14.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
